Participant ID,ResponseText,Sentiment,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9,Tag 10,Tag 11
8cc2f5d7-0989-40b5-be42-72fc006b5d61,I situation demands so.,Neutral,Uninformative answer,,,,,,,,,,
e3ea1297-e9b1-43fe-b8d9-4cccde3b3631,"I think it should not, it is a machine and if it relies upon humans, than its pointless. If I need a human answer, I'll ask it to people around me.",Neutral,Other,,,,,,,,,,
afa90109-aeb8-4afe-b29a-206a14d16bb4,In religoius case i think,Neutral,Religious and spiritual matters,,,,,,,,,,
6f886653-126f-4182-b05f-6d37218e733f,It's very nice experience ,Positive,Uninformative answer,,,,,,,,,,
8a880eb5-2a00-4e2f-9c0a-f41cd5cbccc7,Until specifically asked.,Neutral,Uninformative answer,,,,,,,,,,
7d74b83f-6e4c-4c63-8437-ac61015d5cfa,When it is asked to do so,Neutral,Uninformative answer,,,,,,,,,,
866f41ac-9de7-47fd-a06d-865bb3003c59,When requested,Neutral,Other,,,,,,,,,,
e392d006-cb40-4ffc-9ba2-2015385aecbd,"no, its should be neutral",Negative,Uninformative answer,,,,,,,,,,
167b5e34-7e1c-4a8b-9a79-1e5cd61f1df7,If you don't know how to abstain,Neutral,Uninformative answer,,,,,,,,,,
98bb6785-a436-4b26-8515-8c6df0fdedb6,It should always provide factual evidence based non biased answers ,Neutral,Uninformative answer,,,,,,,,,,
f50b84a7-dc52-444b-8c6d-c725d773656e,It's a difficult question. ,Neutral,Uninformative answer,,,,,,,,,,
884d7860-45c6-4a2f-8d53-e072b840b5b0,Never. Humans are not as wise as we are made to believe.,Negative,Uninformative answer,,,,,,,,,,
cc021402-d4aa-4b25-b331-c88e0c74266b,When giving accurate standards,Neutral,Uninformative answer,,,,,,,,,,
13627f41-fee1-4692-aa39-687361ca810c,When you have no sure answers,Negative,When AI lacks sufficient information,,,,,,,,,,
9a655a21-73f7-4945-b978-031ad42c1410,if im asking for it. The answers should always be unbiased but if im asking for a quote or something it should not ust make things up,Neutral,Uninformative answer,,,,,,,,,,
34a9eeb8-efd9-49a1-a950-21e35a815a41, where there are challanges,Neutral,Other,,,,,,,,,,
eee5eeb1-11fb-4639-841e-a1d147e97e78,"when it ""thinks"" it should",Neutral,Uninformative answer,,,,,,,,,,
0dcd4e0f-a663-42c0-b801-5bb9744a0119,Almost at every time before it makes the final decision ,Neutral,When human expertise is necessary,,,,,,,,,,
9ef77dc5-3750-4bd9-8af3-c7292684473b,"Nothing, i don't think anything should be deter to human wisdom or community leaders.",Neutral,Uninformative answer,,,,,,,,,,
aa15e52f-5a72-4165-8a14-d05b5a60f194,I can't comment on that. She should stick to the truth and only the truth.,Neutral,Uninformative answer,,,,,,,,,,
14e13b06-73a2-4302-958c-9e38fdeb5184,Only when asked,Neutral,Uninformative answer,,,,,,,,,,
be25095e-b934-474a-b57d-7a6281211028,"There is no clear cut answer to such a vague answer like this, since there is no way LLM would even ""learn"" anything or do any basic thinking. It's just a predictive text algorithm.",Negative,Uninformative answer,,,,,,,,,,
7cb8270e-48a6-403d-ab39-058c0c73015e,When asked,Neutral,Uninformative answer,,,,,,,,,,
9f92a56b-ef3c-40d9-9972-28b893141b91,When asked ,Neutral,Uninformative answer,,,,,,,,,,
9404a62c-ba01-46fd-aa89-906759c6a487,when I ask for that,Neutral,Uninformative answer,,,,,,,,,,
f46fad69-0bdd-4968-9bf5-02ee6ee5228d,when asked,Neutral,Uninformative answer,,,,,,,,,,
1fe60dc2-3bd3-4a96-8501-171aff2f0ede,when asked,Neutral,Uninformative answer,,,,,,,,,,
61dbc04a-db62-4f6e-8fa9-1ec2cd12cb34,"when asked for

",Neutral,Uninformative answer,,,,,,,,,,
6e1b4ddc-ec85-4b46-ad69-4b342463c13c,"Positively, correctly, and in line with national conditions.",Positive,Other,,,,,,,,,,
f715e424-7e0e-48db-bd07-db6953252221,When asked to do so,Neutral,Uninformative answer,,,,,,,,,,
bb572e9a-817b-446b-b6ce-c5ac89394027,When asked to do so,Neutral,Uninformative answer,,,,,,,,,,
f1f28ba5-26ed-47e0-930d-70f157d054fa,should be 50/50,Neutral,Uninformative answer,,,,,,,,,,
8ac2f239-60f7-42e5-bd23-4ca151d370eb,"AI always answer the prompt,I only want even if someone prompt illegal,it should not give it.",Negative,Other,,,,,,,,,,
61e47e17-7684-4d05-a4c9-aabae962a02a,I have a hard time answering this question. There might not be a clear answer.,Negative,Uninformative answer,,,,,,,,,,
2b2b8a02-935b-4dfd-ac5f-29b4181f6192,I think it should do it all the time.,Positive,Uninformative answer,,,,,,,,,,
76952023-3cec-48d4-b898-e3b4f08da77b,Pass,Neutral,Uninformative answer,,,,,,,,,,
36305e0d-9bde-4540-aaa0-bb2a549402ce,That it is based on history is enough.,Neutral,Other,,,,,,,,,,
17e78615-e919-48d5-ae80-ea5d56c334ca,when i witness crimes,Neutral,Other,,,,,,,,,,
ba104b55-ce56-4ad1-a92c-8d03f430ebff,At all time,Neutral,Uninformative answer,,,,,,,,,,
552b9831-1699-46f9-9950-d6ea7e3d2ae2,I think that humans are never very prone to evil,Neutral,Other,,,,,,,,,,
526bfe01-864b-402c-9637-b119392def79,It should always provide it's own answers,Neutral,Uninformative answer,,,,,,,,,,
9bd9df5e-1e3d-48ce-89d6-eba0f0290d5c,It should always provide its own answers. ,Neutral,Other,,,,,,,,,,
641b9365-b95c-423c-ad35-11520ce0c3a5,The AI should always provide answers,Neutral,Other,,,,,,,,,,
106bfd0a-17d7-42fa-bb45-90e91c8ac2c1,all the time,Neutral,Uninformative answer,,,,,,,,,,
4c5e3a81-d9fe-4b36-afda-5c5af8daae61,"no, it should provide its own answers anytime",Negative,Uninformative answer,,,,,,,,,,
6b3c9cdb-d4ae-472b-9f5a-c0d64ba946d3,Always provide your own answers,Positive,Other,,,,,,,,,,
8691a680-ca56-4ec0-8d7f-70975806c527,Answer truthful and give fact Answer,Neutral,Uninformative answer,,,,,,,,,,
a3915d1e-9be7-4aad-b207-4f42f226f803,I find it difficult to answer.,Negative,Uninformative answer,,,,,,,,,,
606a3f41-8d53-4bdf-8d6a-e71e63665ae4,I would be happy if you combined the two things. ,Neutral,Other,,,,,,,,,,
c8014919-91ac-4800-8cef-33aad7a83180,It should always provide its own answers,Neutral,Other,,,,,,,,,,
3c078075-db8c-4d93-9e30-4188022736d3,"Never, except when specifically asked",Negative,Uninformative answer,,,,,,,,,,
be144fd6-6a9b-40ad-84e9-8b445f65486c,Only by specific request for this leader,Neutral,Other,,,,,,,,,,
1dcd7a16-64ff-4f36-b3ee-43a3539aa4b1,Prolly in matters pertaining history ,Neutral,When the topic involves historical or traditional practices,,,,,,,,,,
e05bf71c-3d8c-4bdd-ac09-12fe0261e83e,"it should never differ, it should provide answers regardless",Negative,Other,,,,,,,,,,
1e6faf7e-007c-460e-8ea6-0d9e8c778a4a,"never, people not reliable",Negative,Uninformative answer,,,,,,,,,,
24f9a98d-7ccd-4280-b114-73af6cc2dc34,"Always, except for a few things",Neutral,Uninformative answer,,,,,,,,,,
fca91534-9064-4777-938e-3b54ca00569d,Everytime ,Neutral,Uninformative answer,,,,,,,,,,
cdcee2a1-5b58-4c9c-8381-f9753ee320ac,I don't think this should happen.,Negative,Other,,,,,,,,,,
5e0a3fbe-43f9-4d71-920f-b5fad35103da,I think it should,Neutral,Uninformative answer,,,,,,,,,,
7dfbd775-8da1-4160-a754-9da22b67c619,It doesn't differ most,Neutral,Uninformative answer,,,,,,,,,,
f6ee40d0-0c85-484f-b2c0-f01261b5412d,No Ai provide answer,Neutral,Uninformative answer,,,,,,,,,,
b510f746-f1af-4c59-891b-8f3407a92bac,Often,Neutral,Other,,,,,,,,,,
2ef3d7c4-4d05-47a2-8d6a-642d4b815ae0,Only when I request it to do so,Neutral,Uninformative answer,,,,,,,,,,
6c9cb2ed-9c46-4228-89dc-e9011e59a37a,a little of both,Neutral,Uninformative answer,,,,,,,,,,
c655b455-c9bc-40b2-ba61-69ec9430b4f0,provide its own answer,Neutral,Uninformative answer,,,,,,,,,,
5fe617d1-a3d3-4c04-bd95-1c8d6b7b215e,Always,Neutral,Uninformative answer,,,,,,,,,,
dc7a666b-65e1-4222-8943-df014078513f,Always,Neutral,Other,,,,,,,,,,
a33aeeb2-d970-4835-93eb-e71f5400ca08,Always,Neutral,Uninformative answer,,,,,,,,,,
dd0002ac-8234-47e3-839e-60da4cb20108,Always ,Neutral,Uninformative answer,,,,,,,,,,
a46c16de-86d1-45a4-bdb2-540b9d6d8b12,Always.,Neutral,Uninformative answer,,,,,,,,,,
7d57de5b-ba06-4ad2-b9fa-db827dfdf4a5,Don't understand ,Negative,Uninformative answer,,,,,,,,,,
dc659355-4f5e-4895-8498-b7602a15e803,I don’t understand the question ,Negative,Uninformative answer,,,,,,,,,,
cd9b8b3f-c164-4196-8678-2df58e8ef141,I think it should be always fair ,Neutral,Uninformative answer,,,,,,,,,,
e0a5118b-d8a2-4e99-aee5-876d9ec8814d,"I wouldn't know, but i'm sure the test will provide me with useful examples",Positive,Uninformative answer,,,,,,,,,,
016dfaac-98a0-4c81-b01a-619044acf5cb,"Never, that should be on the user.",Negative,Uninformative answer,,,,,,,,,,
fe421e57-ea04-425f-94e3-b9ae034eb5bf,Never. Always stick to the facts,Neutral,Other,,,,,,,,,,
02949b2e-f43a-4c29-84c9-695a6e2a275e,Unsure.,Neutral,Uninformative answer,,,,,,,,,,
c572cafc-6dc3-4531-8f71-64763d642dcd,"no, its should be itself ",Negative,Uninformative answer,,,,,,,,,,
3c69c465-4e0d-4305-98bd-4668cf84a435,providing vague answers,Negative,Uninformative answer,,,,,,,,,,
902e1c89-88ba-4fb1-bcbb-18e63b1cd346,sometimes,Neutral,Uninformative answer,,,,,,,,,,
6341432f-e6e0-447b-8654-6d5745ad518f,About making money,Neutral,Other,,,,,,,,,,
f053c464-01d0-4d27-ae82-39ab63a58e81,All times,Neutral,Uninformative answer,,,,,,,,,,
72ccb024-d3ee-46ba-9a0f-c23240e7c1a9,Always?,Neutral,Uninformative answer,,,,,,,,,,
dd240f8e-1291-40f4-9234-95206bea6f5a,At my request,Neutral,Uninformative answer,,,,,,,,,,
cfb867bc-12ce-48e7-a18b-e49901a7344b,I don't think that's the case.,Negative,Uninformative answer,,,,,,,,,,
f99e561f-592a-4a6c-86c1-8bf0daa488d3,It should ,Neutral,Uninformative answer,,,,,,,,,,
db75df89-d6ca-473d-bc46-2c31d217f1e1,Never. He must be independent.,Neutral,Uninformative answer,,,,,,,,,,
494587b2-871e-4cd5-8128-62cbe0e66dc5,When the answer is not black and white,Negative,When the topic involves subjective opinions,,,,,,,,,,
087e4560-9985-4878-9ec3-652773ecf951,always,Neutral,Uninformative answer,,,,,,,,,,
013dca90-d76c-46d1-9035-3ab04bbe10a4,"always

",Neutral,Uninformative answer,,,,,,,,,,
96f1c697-f362-4c3d-b581-2b71bdeda765,can't read,Negative,Uninformative answer,,,,,,,,,,
e27db10a-283b-438d-beec-cd5d6162aed2,if is answer is total fact and accurate.,Neutral,Uninformative answer,,,,,,,,,,
93fe9e86-6b97-41b4-8a60-7acfef509023,when he doesnt know the anwser or if the anwser is an  opinion than Ai cant decide,Neutral,When AI lacks sufficient information,When the topic involves subjective opinions,,,,,,,,,
b0ad99f2-3259-400b-b9b2-45c2bfb334e7,All cases,Neutral,Other,,,,,,,,,,
28498d04-ff1c-4e1a-a270-23680e420dee,I don't think there's anything wrong,Positive,Uninformative answer,,,,,,,,,,
01aaa22b-bd9a-4a24-a086-f6efd315ec71,I dont understant your question,Neutral,Uninformative answer,,,,,,,,,,
8f0b9298-9899-45b5-a0bd-8973659920eb,"I think that many times, I don't know how much",Neutral,Uninformative answer,,,,,,,,,,
8f7ddc78-7435-4003-aa32-c34cd3de6cfb,Never,Neutral,Uninformative answer,,,,,,,,,,
d1232e48-3a5b-4e95-866b-8a184c549678,Never,Neutral,Uninformative answer,,,,,,,,,,
2daab679-c860-4e98-9d0a-cd3188d73f8e,Never,Neutral,Uninformative answer,,,,,,,,,,
5f2720e2-718b-4aed-8794-20c3124eed68,Never,Neutral,Uninformative answer,,,,,,,,,,
b514f72f-9744-496e-aeed-8e82d5bbf0c8,Never,Neutral,Other,,,,,,,,,,
4aa6cc38-b1e8-44bd-89fd-33654e3bf59e,Never,Neutral,Uninformative answer,,,,,,,,,,
9e230c4a-6d5d-477c-8733-4b78054382bb,Never,Neutral,Uninformative answer,,,,,,,,,,
3df609d3-08d4-46af-bf89-6230918d2c33,Never,Neutral,Uninformative answer,,,,,,,,,,
1d50f526-ec50-4d2a-b014-c8781b207d04,Never,Neutral,Uninformative answer,,,,,,,,,,
301886c0-c594-4b87-8f3d-3acd7bbd9718,Never,Neutral,Uninformative answer,,,,,,,,,,
b3bd93e9-6dde-4bc4-b427-0c8b59bcada1,Never,Neutral,Uninformative answer,,,,,,,,,,
8eeadde9-b69c-442d-bbe9-de2e37e890f6,Never,Neutral,Other,,,,,,,,,,
8ebbcfa4-e59a-4caa-8323-34cdebe105a7,Never,Neutral,Uninformative answer,,,,,,,,,,
15d86e10-6e18-45d4-b6fe-3f7ce846d89e,Never,Neutral,Uninformative answer,,,,,,,,,,
6ed0e567-aba5-4209-8591-5eae4f5becec,Never,Neutral,Other,,,,,,,,,,
bfdd6839-5023-49d7-b1e9-c29a4e412637,Never,Neutral,Uninformative answer,,,,,,,,,,
a5777841-2ba4-4814-9d64-74554ac9c456,"Never, only when asked to. ",Neutral,Other,,,,,,,,,,
db373e9e-b22e-44b3-a1c1-4b9a7699a8ac,Never.,Neutral,Uninformative answer,,,,,,,,,,
d25752a4-13b4-43a5-aad0-11df94e90c2d,Never.,Neutral,Other,,,,,,,,,,
3a92f982-2ba2-4007-8af7-e3e02ef3ddc1,No idea about this task.,Neutral,Uninformative answer,,,,,,,,,,
81460fb1-fb5c-40b3-96a4-25f4b8975d81,When neccesarily,Neutral,Other,,,,,,,,,,
cbe5afb9-5c8d-4587-8743-20b60a9c65fa,it should never do that,Negative,Uninformative answer,,,,,,,,,,
32ec091e-1deb-4016-a375-7a8bbe623568,never,Neutral,Uninformative answer,,,,,,,,,,
bff0dfc7-ff61-4acb-bcaa-2b64f882ec28,never,Neutral,Uninformative answer,,,,,,,,,,
7eaf00b1-9737-4cc9-9557-065b1024f62e,never,Neutral,Uninformative answer,,,,,,,,,,
990494fe-fc1a-4f55-b277-537efd501257,Hard to say,Neutral,Uninformative answer,,,,,,,,,,
2b6a48cb-2887-4e93-9129-a7737c215497,I don't quite get this question. ,Neutral,Uninformative answer,,,,,,,,,,
4653a2cb-1d80-466e-8bc6-83f53e5b0d6e,I dont think it should,Negative,Other,,,,,,,,,,
0ef846ce-6dc8-4ce2-baa3-761444e16e7a,I don’t know. Please provide some suggestions.,Neutral,Uninformative answer,,,,,,,,,,
396089c7-fea7-46a7-ad11-df5c1102d4b2,It should not do that,Negative,Other,,,,,,,,,,
b3b21ddd-4cbe-4fa0-9d90-6153bb9aa248,Yes,Neutral,Uninformative answer,,,,,,,,,,
04f5bc9c-28d2-45e8-9d59-0f6d3840b7f6,Yes I feel it,Neutral,Uninformative answer,,,,,,,,,,
3d2ffa7d-9f32-4596-853a-866b8a195742,Yes.,Neutral,Uninformative answer,,,,,,,,,,
3fc6ac09-cc35-483e-823d-807a7fb14285,yes,Positive,Uninformative answer,,,,,,,,,,
904a34d3-4a75-40bf-84b5-c7475bc3f4e1,I do not know,Neutral,Uninformative answer,,,,,,,,,,
66d02cec-7044-4ba9-ad5c-417e34c02276,I don't know,Neutral,Uninformative answer,,,,,,,,,,
1c5c9f8c-403f-43a4-9ccb-159492c348ab,I don't know,Neutral,Uninformative answer,,,,,,,,,,
d8770d6a-3728-4919-928f-8a99fe9e9941,"I don't know

",Neutral,Uninformative answer,,,,,,,,,,
f45153be-31f2-4f8d-8adb-ba4a64290fa0,I don't know ,Neutral,Uninformative answer,,,,,,,,,,
11aca137-ad08-498d-97c5-0e2001fcffd5,I don't know ,Neutral,Uninformative answer,,,,,,,,,,
8dceaf58-fdac-4dc5-bc99-6eddef84d16b,I don't think there is any,Neutral,Uninformative answer,,,,,,,,,,
4edee3bc-4438-4670-a98a-465eeb66fd25,I don’t know.,Neutral,Uninformative answer,,,,,,,,,,
093e6e1a-0e89-4311-a412-feadae266e17,I think I should NOT do it,Negative,Uninformative answer,,,,,,,,,,
def229b2-fa6e-4135-bb7c-4bedf621ed1c,Im not sure on this,Neutral,Uninformative answer,,,,,,,,,,
f5cd81e6-57db-4ea5-a9c6-d454411fdd24,Im not sure. ,Neutral,Uninformative answer,,,,,,,,,,
13a53c0a-120c-4586-a5ca-7df2e90d7b18,It should not,Negative,Other,,,,,,,,,,
d0eb5aaf-5455-4932-ad65-36ccb2829bc8,"Never, only if asked to do so.",Negative,Uninformative answer,,,,,,,,,,
be185386-d888-407d-b5a2-44e146124e60,No resort,Neutral,Uninformative answer,,,,,,,,,,
d0423ffb-0f47-4bf5-ad04-6e82b5578568,Not like that ,Negative,Uninformative answer,,,,,,,,,,
80ab9274-bdf0-48e7-b6ba-f715fd68d575,Not sure,Neutral,Uninformative answer,,,,,,,,,,
6adea288-9cd4-46d9-8c81-977692a9f894,Not sure,Neutral,Uninformative answer,,,,,,,,,,
c3132dea-16b3-4b3e-899d-be471a3ce8db,Not sure ,Neutral,Uninformative answer,,,,,,,,,,
6a948fcd-ff1f-40c5-b0a3-34550647bfd8,"WHEN I HAVE NO ANSWERS

",Neutral,Uninformative answer,,,,,,,,,,
a6deead2-c92c-4d6e-8cea-7cf8c4151cc3,have no idea,Negative,Uninformative answer,,,,,,,,,,
e699827b-5a0e-492e-bd5d-57438d9780c5,have no idea,Negative,Uninformative answer,,,,,,,,,,
f38dca05-20b9-44d0-9d15-842acc2436fd,i can't think a single thing,Neutral,Uninformative answer,,,,,,,,,,
7053faac-79cc-405c-b11c-c5afd21ccebf,"i dont know what mean 

",Neutral,Uninformative answer,,,,,,,,,,
bd7580bb-7c0c-4e9e-b083-ba139558573b,i think never,Neutral,Other,,,,,,,,,,
dbfd608a-e121-4999-bc60-9a4d458d1976,Cant say,Neutral,Uninformative answer,,,,,,,,,,
fee24bcd-7b09-482f-99db-43b25a6cd351,GAR NICHT,Neutral,Uninformative answer,,,,,,,,,,
7452ed4f-f467-41ca-829d-7008b45d4a75,No,Negative,Uninformative answer,,,,,,,,,,
d16fe75f-ffd3-401b-8b81-fa4368dac6ab,No,Negative,Uninformative answer,,,,,,,,,,
acce3090-5711-4eac-a143-82d8a1003268,Not sure about it,Neutral,Uninformative answer,,,,,,,,,,
904a5229-e6d0-4ef8-b682-ad28f05ca663,age,Neutral,Uninformative answer,,,,,,,,,,
29fa3804-9118-46fc-8178-15e1d9edf907,i dont have idea,Negative,Uninformative answer,,,,,,,,,,
